0,0.00000,0.01587,0.03175,0.04762,0.06349,0.07937,0.09524,0.11111,0.12698,0.14286,0.15873,0.17460,0.19048,0.20635,0.22222,0.23810,0.25397,0.26984,0.28571,0.30159,0.31746,0.33333,0.34921,0.36508,0.38095,0.39683,0.41270,0.42857,0.44444,0.46032,0.47619,0.49206,0.50794,0.52381,0.53968,0.55556,0.57143,0.58730,0.60317,0.61905,0.63492,0.65079,0.66667,0.68254,0.69841,0.71429,0.73016,0.74603,0.76190,0.77778,0.79365,0.80952,0.82540,0.84127,0.85714,0.87302,0.88889,0.90476,0.92063,0.93651,0.95238,0.96825,0.98413,1.00000
0.00000,8.00000,9.90476,11.80952,13.71429,15.61905,17.52381,19.42857,19.79012,19.49030,19.19048,18.89065,18.59083,18.29101,17.99118,17.69136,17.39153,17.09171,16.79189,16.49206,16.19224,15.89242,15.59259,15.29277,14.99295,14.69312,14.39330,14.09347,13.79365,13.49383,13.19400,12.89418,12.59436,12.29453,11.99471,11.69489,11.39506,11.09524,10.79541,10.49559,10.19577,9.89594,9.59612,9.29630,8.99647,8.69665,8.39683,8.09700,7.79718,7.49735,7.19753,6.89771,6.59788,6.29806,5.99824,5.69841,5.39859,5.09877,4.79894,4.49912,4.19929,3.89947,3.59965,3.29982,3.00000
0.01587,8.00000,8.99810,9.48508,9.95727,10.40972,10.83779,11.23737,11.60516,11.93889,12.23727,12.49980,12.72659,12.91822,13.07565,13.20009,13.29295,13.35576,13.39013,13.39773,13.38020,13.33920,13.27632,13.19312,13.09110,12.97168,12.83620,12.68595,12.52212,12.34583,12.15813,11.96000,11.75233,11.53597,11.31168,11.08018,10.84212,10.59810,10.34868,10.09435,9.83559,9.57281,9.30641,9.03672,8.76408,8.48877,8.21106,7.93120,7.64941,7.36588,7.08080,6.79433,6.50664,6.21786,5.92811,5.63752,5.34619,5.05423,4.76173,4.46878,4.17546,3.88184,3.58801,3.29404,3.00000
0.03175,8.00000,8.48165,8.71868,8.95120,9.17779,9.39709,9.60781,9.80877,9.99888,10.17716,10.34274,10.49487,10.63292,10.75635,10.86478,10.95789,11.03548,11.09746,11.14381,11.17460,11.18997,11.19013,11.17535,11.14595,11.10228,11.04474,10.97377,10.88983,10.79338,10.68491,10.56493,10.43394,10.29244,10.14094,9.97994,9.80994,9.63141,9.44484,9.25068,9.04939,8.84141,8.62715,8.40702,8.18141,7.95070,7.71525,7.47540,7.23150,6.98385,6.73275,6.47851,6.22139,5.96167,5.69960,5.43543,5.16939,4.90172,4.63263,4.36233,4.09104,3.81897,3.54630,3.27325,3.00000
0.04762,8.00000,8.26456,8.39505,8.52338,8.64887,8.77083,8.88862,9.00160,9.10916,9.21074,9.30580,9.39384,9.47439,9.54704,9.61139,9.66712,9.71393,9.75155,9.77977,9.79842,9.80737,9.80651,9.79580,9.77520,9.74472,9.70442,9.65437,9.59465,9.52541,9.44679,9.35897,9.26213,9.15649,9.04227,8.91971,8.78906,8.65058,8.50456,8.35125,8.19095,8.02395,7.85053,7.67099,7.48563,7.29474,7.09862,6.89757,6.69187,6.48182,6.26771,6.04983,5.82846,5.60388,5.37638,5.14622,4.91369,4.67906,4.44258,4.20454,3.96519,3.72481,3.48364,3.24195,3.00000
0.06349,8.00000,8.14143,8.21107,8.27942,8.34606,8.41058,8.47257,8.53164,8.58741,8.63951,8.68758,8.73129,8.77031,8.80435,8.83313,8.85637,8.87384,8.88532,8.89061,8.88952,8.88190,8.86763,8.84657,8.81865,8.78379,8.74194,8.69307,8.63718,8.57427,8.50436,8.42751,8.34378,8.25325,8.15601,8.05216,7.94184,7.82517,7.70230,7.57340,7.43863,7.29816,7.15220,7.00092,6.84454,6.68327,6.51732,6.34691,6.17227,5.99363,5.81123,5.62530,5.43609,5.24384,5.04879,4.85119,4.65131,4.44938,4.24565,4.04040,3.83386,3.62629,3.41795,3.20911,3.00000
0.07937,8.00000,8.06114,8.09098,8.11997,8.14781,8.17422,8.19894,8.22169,8.24221,8.26024,8.27554,8.28788,8.29701,8.30273,8.30482,8.30309,8.29736,8.28745,8.27321,8.25448,8.23113,8.20305,8.17012,8.13226,8.08939,8.04143,7.98835,7.93009,7.86665,7.79799,7.72414,7.64510,7.56091,7.47159,7.37720,7.27781,7.17349,7.06432,6.95041,6.83185,6.70876,6.58126,6.44950,6.31360,6.17372,6.03001,5.88264,5.73178,5.57760,5.42028,5.26001,5.09698,4.93139,4.76343,4.59332,4.42125,4.24744,4.07209,3.89543,3.71767,3.53902,3.35972,3.17997,3.00000
0.09524,8.00000,8.00500,8.00698,8.00836,8.00892,8.00848,8.00682,8.00377,7.99913,7.99273,7.98437,7.97389,7.96112,7.94590,7.92808,7.90751,7.88404,7.85756,7.82794,7.79505,7.75881,7.71910,7.67585,7.62897,7.57840,7.52408,7.46596,7.40399,7.33816,7.26843,7.19480,7.11727,7.03584,6.95054,6.86139,6.76842,6.67168,6.57123,6.46713,6.35944,6.24825,6.13363,6.01569,5.89453,5.77025,5.64297,5.51280,5.37988,5.24434,5.10631,4.96593,4.82337,4.67876,4.53226,4.38403,4.23424,4.08305,3.93063,3.77715,3.62279,3.46771,3.31211,3.15614,3.00000
0.11111,8.00000,7.96430,7.94608,7.92741,7.90814,7.88814,7.86726,7.84536,7.82229,7.79793,7.77214,7.74480,7.71578,7.68495,7.65222,7.61746,7.58057,7.54145,7.50001,7.45616,7.40983,7.36092,7.30939,7.25516,7.19818,7.13840,7.07579,7.01030,6.94191,6.87060,6.79635,6.71917,6.63905,6.55601,6.47005,6.38120,6.28949,6.19496,6.09764,5.99759,5.89487,5.78953,5.68164,5.57128,5.45852,5.34345,5.22617,5.10675,4.98532,4.86196,4.73679,4.60991,4.48146,4.35154,4.22027,4.08779,3.95422,3.81970,3.68435,3.54831,3.41172,3.27471,3.13743,3.00000
0.12698,8.00000,7.93424,7.90108,7.86759,7.83366,7.79919,7.76406,7.72817,7.69142,7.65371,7.61494,7.57501,7.53384,7.49132,7.44738,7.40194,7.35491,7.30622,7.25579,7.20357,7.14949,7.09350,7.03553,6.97555,6.91351,6.84937,6.78310,6.71468,6.64407,6.57127,6.49626,6.41904,6.33961,6.25796,6.17412,6.08809,5.99990,5.90957,5.81713,5.72262,5.62608,5.52755,5.42709,5.32474,5.22058,5.11465,5.00703,4.89779,4.78701,4.67476,4.56112,4.44618,4.33003,4.21276,4.09447,3.97524,3.85518,3.73439,3.61296,3.49101,3.36863,3.24593,3.12302,3.00000
0.14286,8.00000,7.91181,7.86751,7.82296,7.77809,7.73280,7.68703,7.64069,7.59370,7.54600,7.49750,7.44814,7.39784,7.34654,7.29418,7.24068,7.18600,7.13007,7.07285,7.01428,6.95431,6.89291,6.83002,6.76562,6.69968,6.63216,6.56303,6.49229,6.41990,6.34586,6.27016,6.19279,6.11375,6.03305,5.95069,5.86667,5.78103,5.69377,5.60491,5.51449,5.42253,5.32907,5.23415,5.13779,5.04006,4.94100,4.84065,4.73908,4.63633,4.53247,4.42755,4.32165,4.21483,4.10716,3.99871,3.88955,3.77976,3.66941,3.55858,3.44735,3.33580,3.22400,3.11204,3.00000
0.15873,8.00000,7.89500,7.84234,7.78950,7.73642,7.68302,7.62926,7.57507,7.52040,7.46519,7.40938,7.35293,7.29577,7.23786,7.17915,7.11959,7.05914,6.99775,6.93539,6.87201,6.80759,6.74208,6.67546,6.60771,6.53878,6.46868,6.39736,6.32482,6.25105,6.17604,6.09977,6.02224,5.94346,5.86341,5.78212,5.69959,5.61582,5.53083,5.44464,5.35727,5.26873,5.17907,5.08829,4.99644,4.90354,4.80964,4.71477,4.61897,4.52228,4.42475,4.32643,4.22735,4.12759,4.02717,3.92617,3.82463,3.72262,3.62018,3.51737,3.41426,3.31091,3.20738,3.10372,3.00000
0.17460,8.00000,7.88236,7.82342,7.76435,7.70509,7.64559,7.58583,7.52574,7.46529,7.40443,7.34312,7.28132,7.21900,7.15611,7.09262,7.02849,6.96369,6.89818,6.83194,6.76494,6.69715,6.62854,6.55910,6.48879,6.41761,6.34554,6.27256,6.19866,6.12382,6.04805,5.97134,5.89367,5.81506,5.73550,5.65500,5.57356,5.49119,5.40791,5.32371,5.23862,5.15266,5.06584,4.97818,4.88972,4.80046,4.71045,4.61970,4.52825,4.43613,4.34338,4.25002,4.15610,4.06166,3.96673,3.87135,3.77557,3.67942,3.58296,3.48622,3.38926,3.29210,3.19481,3.09743,3.00000
0.19048,8.00000,7.87285,7.80918,7.74541,7.68150,7.61742,7.55313,7.48860,7.42379,7.35868,7.29323,7.22741,7.16120,7.09456,7.02746,6.95989,6.89180,6.82319,6.75403,6.68429,6.61395,6.54301,6.47143,6.39920,6.32632,6.25276,6.17851,6.10357,6.02794,5.95159,5.87453,5.79676,5.71827,5.63907,5.55916,5.47854,5.39722,5.31520,5.23251,5.14914,5.06511,4.98043,4.89512,4.80920,4.72269,4.63560,4.54796,4.45979,4.37112,4.28197,4.19236,4.10233,4.01190,3.92110,3.82997,3.73853,3.64682,3.55487,3.46271,3.37038,3.27790,3.18533,3.09268,3.00000
0.20635,8.00000,7.86568,7.79845,7.73115,7.66374,7.59620,7.52850,7.46062,7.39253,7.32422,7.25565,7.18680,7.11765,7.04818,6.97837,6.90820,6.83765,6.76669,6.69532,6.62352,6.55127,6.47855,6.40536,6.33169,6.25751,6.18283,6.10763,6.03191,5.95566,5.87888,5.80156,5.72370,5.64531,5.56637,5.48690,5.40690,5.32636,5.24531,5.16374,5.08166,4.99909,4.91602,4.83248,4.74848,4.66404,4.57916,4.49386,4.40816,4.32209,4.23565,4.14887,4.06177,3.97436,3.88669,3.79876,3.71059,3.62223,3.53368,3.44497,3.35614,3.26719,3.17817,3.08910,3.00000
0.22222,8.00000,7.86028,7.79037,7.72040,7.65035,7.58020,7.50994,7.43954,7.36898,7.29825,7.22732,7.15619,7.08483,7.01323,6.94138,6.86925,6.79683,6.72411,6.65108,6.57772,6.50402,6.42997,6.35557,6.28080,6.20565,6.13012,6.05421,5.97789,5.90118,5.82407,5.74655,5.66863,5.59030,5.51157,5.43243,5.35289,5.27295,5.19262,5.11189,5.03079,4.94931,4.86746,4.78526,4.70270,4.61981,4.53660,4.45307,4.36923,4.28511,4.20072,4.11607,4.03118,3.94606,3.86074,3.77522,3.68953,3.60368,3.51770,3.43160,3.34540,3.25912,3.17278,3.08640,3.00000
0.23810,8.00000,7.85621,7.78428,7.71230,7.64026,7.56815,7.49595,7.42365,7.35123,7.27867,7.20598,7.13312,7.06010,6.98689,6.91349,6.83989,6.76607,6.69202,6.61773,6.54320,6.46841,6.39336,6.31804,6.24244,6.16656,6.09039,6.01393,5.93718,5.86012,5.78276,5.70509,5.62712,5.54884,5.47025,5.39137,5.31217,5.23268,5.15289,5.07281,4.99244,4.91179,4.83085,4.74965,4.66819,4.58647,4.50451,4.42231,4.33988,4.25724,4.17439,4.09135,4.00812,3.92472,3.84117,3.75747,3.67364,3.58970,3.50565,3.42151,3.33730,3.25303,3.16871,3.08436,3.00000
0.25397,8.00000,7.85314,7.77969,7.70619,7.63266,7.55907,7.48541,7.41167,7.33785,7.26392,7.18989,7.11574,7.04146,6.96704,6.89248,6.81776,6.74288,6.66782,6.59259,6.51717,6.44157,6.36576,6.28975,6.21353,6.13710,6.06045,5.98358,5.90648,5.82916,5.75161,5.67383,5.59582,5.51758,5.43911,5.36041,5.28148,5.20233,5.12295,5.04335,4.96353,4.88350,4.80326,4.72281,4.64217,4.56134,4.48032,4.39912,4.31776,4.23622,4.15454,4.07271,3.99074,3.90864,3.82642,3.74409,3.66167,3.57916,3.49657,3.41391,3.33119,3.24843,3.16564,3.08283,3.00000
0.26984,8.00000,7.85083,7.77622,7.70159,7.62693,7.55222,7.47746,7.40264,7.32776,7.25280,7.17776,7.10263,7.02740,6.95207,6.87663,6.80108,6.72540,6.64959,6.57364,6.49756,6.42133,6.34495,6.26842,6.19173,6.11489,6.03787,5.96069,5.88335,5.80583,5.72814,5.65027,5.57223,5.49402,5.41564,5.33708,5.25834,5.17944,5.10037,5.02114,4.94173,4.86217,4.78245,4.70258,4.62256,4.54239,4.46209,4.38165,4.30108,4.22038,4.13957,4.05865,3.97763,3.89651,3.81530,3.73401,3.65264,3.57121,3.48972,3.40818,3.32659,3.24497,3.16333,3.08167,3.00000
0.28571,8.00000,7.84909,7.77361,7.69812,7.62261,7.54706,7.47147,7.39584,7.32016,7.24442,7.16862,7.09275,7.01681,6.94079,6.86469,6.78850,6.71222,6.63584,6.55936,6.48277,6.40608,6.32927,6.25235,6.17531,6.09814,6.02086,5.94344,5.86590,5.78824,5.71044,5.63251,5.55445,5.47626,5.39794,5.31949,5.24090,5.16219,5.08336,5.00439,4.92531,4.84610,4.76677,4.68733,4.60777,4.52811,4.44834,4.36847,4.28850,4.20844,4.12829,4.04806,3.96775,3.88737,3.80692,3.72641,3.64584,3.56522,3.48456,3.40386,3.32312,3.24236,3.16159,3.08080,3.00000
0.30159,8.00000,7.84777,7.77165,7.69551,7.61935,7.54317,7.46695,7.39071,7.31442,7.23810,7.16173,7.08530,7.00883,6.93229,6.85569,6.77902,6.70229,6.62548,6.54859,6.47163,6.39458,6.31745,6.24023,6.16292,6.08552,6.00803,5.93044,5.85276,5.77498,5.69710,5.61912,5.54105,5.46287,5.38460,5.30623,5.22776,5.14919,5.07053,4.99177,4.91292,4.83398,4.75495,4.67583,4.59663,4.51734,4.43798,4.35854,4.27902,4.19944,4.11979,4.04008,3.96030,3.88048,3.80060,3.72067,3.64071,3.56070,3.48066,3.40060,3.32051,3.24040,3.16027,3.08014,3.00000
0.31746,8.00000,7.84678,7.77017,7.69354,7.61689,7.54023,7.46355,7.38684,7.31010,7.23334,7.15653,7.07969,7.00281,6.92588,6.84890,6.77188,6.69480,6.61767,6.54048,6.46323,6.38591,6.30854,6.23110,6.15359,6.07601,5.99836,5.92064,5.84285,5.76498,5.68704,5.60903,5.53094,5.45278,5.37454,5.29623,5.21785,5.13939,5.06086,4.98226,4.90359,4.82485,4.74604,4.66716,4.58823,4.50923,4.43017,4.35105,4.27188,4.19265,4.11338,4.03406,3.95469,3.87528,3.79584,3.71635,3.63684,3.55730,3.47773,3.39814,3.31854,3.23891,3.15928,3.07964,3.00000
0.33333,8.00000,7.84604,7.76905,7.69205,7.61504,7.53802,7.46098,7.38393,7.30685,7.22974,7.15262,7.07546,6.99827,6.92105,6.84379,6.76649,6.68916,6.61178,6.53436,6.45689,6.37938,6.30182,6.22421,6.14655,6.06884,5.99107,5.91325,5.83538,5.75745,5.67946,5.60142,5.52332,5.44517,5.36696,5.28870,5.21038,5.13200,5.05357,4.97509,4.89655,4.81796,4.73932,4.66063,4.58189,4.50311,4.42428,4.34541,4.26649,4.18754,4.10855,4.02952,3.95046,3.87137,3.79224,3.71310,3.63393,3.55473,3.47552,3.39629,3.31705,3.23780,3.15854,3.07927,3.00000
